Client_Code,Client_Name,Client_Type,Industry Type,Incentive_Enrolled,Relation,Popl_Type,Count,Reachable_Rate_wrt_Eligible,Registration_Rate_wrt_Eligible,Registration_Rate_wrt_Reachable,Gender_Female,Generation,Tenure,Health_Risk,Claims_Cost,Engagement_by_Logins,Engagement_by_Clicks,autoimmune_disorders_and_diseases,behavioral_health,blood_disorder,cancer,cardiovascular_disorders_and_diseases_non_diabetic,chronic_respiratory_diseases,congenital_disorder,diabetes,digestive_disorders,musculoskeletal_disorders_and_diseases,neurological_disorders_and_diseases,nutritional_life_style_disorders,other_disorders_and_diseases,renal_disorder
20-114fbeb7-be7f-5d4f-8258-e5287db3ac6b,BMC Software,HCSC Health Hub,Technology,FALSE,Employee,Eligible Popl,1652,NA,NA,NA,Less FEMALE,Less GenZ & Less Millennials & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-23cd43a2-a4fc-5c63-9159-48bc5e40b02a,Independent Financial,HCSC Health Hub,Finance,FALSE,All Relation,Eligible Popl,1850,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-23cd43a2-a4fc-5c63-9159-48bc5e40b02a,Independent Financial,HCSC Health Hub,Finance,FALSE,All Relation,Registered Popl,292,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-23cd43a2-a4fc-5c63-9159-48bc5e40b02a,Independent Financial,HCSC Health Hub,Finance,FALSE,Employee,Registered Popl,284,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-23cd43a2-a4fc-5c63-9159-48bc5e40b02a,Independent Financial,HCSC Health Hub,Finance,FALSE,Employee,Eligible Popl,1173,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-32999fde-10d2-5ac6-9a25-341bb0c85c3e,Century Aluminum,HCSC Buy Up,Wholesale Trade,FALSE,All Relation,Eligible Popl,3440,NA,NA,NA,On Par,More Swing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-32999fde-10d2-5ac6-9a25-341bb0c85c3e,Century Aluminum,HCSC Buy Up,Wholesale Trade,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-32999fde-10d2-5ac6-9a25-341bb0c85c3e,Century Aluminum,HCSC Buy Up,Wholesale Trade,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-32999fde-10d2-5ac6-9a25-341bb0c85c3e,Century Aluminum,HCSC Buy Up,Wholesale Trade,FALSE,Employee,Eligible Popl,1867,NA,NA,NA,Less FEMALE,Less GenZ & More Swing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-333a99d9-2fe7-55e3-8f4e-867900b324a2,IPBC,HCSC Health Hub,,FALSE,All Relation,Eligible Popl,200,NA,NA,NA,On Par,More GenZ & Less GenX & Less Boomers,NA,Less At_Risk,More Low_Claims_Cost & Less Medium_Claims_Cost,NA,NA,On Par,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,Less chronic respiratory diseases,On Par,Less diabetes,On Par,Less musculoskeletal disorders and diseases,On Par,Less nutritional life style disorders,On Par,On Par
20-333a99d9-2fe7-55e3-8f4e-867900b324a2,IPBC,HCSC Health Hub,,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-333a99d9-2fe7-55e3-8f4e-867900b324a2,IPBC,HCSC Health Hub,,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-333a99d9-2fe7-55e3-8f4e-867900b324a2,IPBC,HCSC Health Hub,,FALSE,Employee,Eligible Popl,75,NA,NA,NA,On Par,Less GenZ,NA,On Par,More Low_Claims_Cost & Less Medium_Claims_Cost,NA,NA,On Par,Less behavioral health,On Par,On Par,Less cardiovascular disorders and diseases non diabetic,On Par,On Par,Less diabetes,On Par,On Par,On Par,Less nutritional life style disorders,On Par,On Par
20-3aae9369-78f6-5a8a-a8ba-b7773ff9f6b7,Kinder Morgan,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Eligible Popl,17520,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-3aae9369-78f6-5a8a-a8ba-b7773ff9f6b7,Kinder Morgan,HCSC Health Hub,Energy & Transportation,FALSE,All Relation,Registered Popl,1666,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-3aae9369-78f6-5a8a-a8ba-b7773ff9f6b7,Kinder Morgan,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Registered Popl,1433,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-3aae9369-78f6-5a8a-a8ba-b7773ff9f6b7,Kinder Morgan,HCSC Health Hub,Energy & Transportation,FALSE,Employee,Eligible Popl,9160,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-5c48c461-7805-5f00-b901-dc4ca50a8e61,City Colleges,HCSC Health Hub,Educational Institution,FALSE,All Relation,Eligible Popl,1604,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-5c48c461-7805-5f00-b901-dc4ca50a8e61,City Colleges,HCSC Health Hub,Educational Institution,FALSE,All Relation,Registered Popl,11,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less Millennials & More Boomers & Less Swing,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,On Par,On Par,On Par,On Par,More chronic respiratory diseases,On Par,More diabetes,On Par,On Par,Less neurological disorders and diseases,On Par,Less other disorders and diseases,On Par
20-5c48c461-7805-5f00-b901-dc4ca50a8e61,City Colleges,HCSC Health Hub,Educational Institution,FALSE,Employee,Registered Popl,7,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & Less GenX & More Boomers & Less Swing,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,On Par,On Par,On Par,On Par,More chronic respiratory diseases,On Par,More diabetes,On Par,On Par,Less neurological disorders and diseases,More nutritional life style disorders,Less other disorders and diseases,On Par
20-5c48c461-7805-5f00-b901-dc4ca50a8e61,City Colleges,HCSC Health Hub,Educational Institution,FALSE,Employee,Eligible Popl,1049,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More GenX & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-754c661e-af09-5dcb-89c0-4c0539de5eba,Newpark Resources,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,1028,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
20-754c661e-af09-5dcb-89c0-4c0539de5eba,Newpark Resources,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,14,On Par,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More GenX & More Boomers & Less Swing,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,More digestive disorders,Less musculoskeletal disorders and diseases,More neurological disorders and diseases,More nutritional life style disorders,Less other disorders and diseases,On Par
20-754c661e-af09-5dcb-89c0-4c0539de5eba,Newpark Resources,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,11,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & Less Millennials & More GenX & More Boomers & Less Swing,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,More digestive disorders,On Par,More neurological disorders and diseases,More nutritional life style disorders,Less other disorders and diseases,On Par
20-754c661e-af09-5dcb-89c0-4c0539de5eba,Newpark Resources,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,563,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More GenX,NA,On Par,On Par,Less Low_Logins & More Frequent_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,More nutritional life style disorders,On Par,On Par
20-7720f379-2495-5883-8fa8-f08f4f4039b6,McDermott Will & Emery,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,2375,NA,NA,NA,On Par,Less GenZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7720f379-2495-5883-8fa8-f08f4f4039b6,McDermott Will & Emery,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7720f379-2495-5883-8fa8-f08f4f4039b6,McDermott Will & Emery,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7720f379-2495-5883-8fa8-f08f4f4039b6,McDermott Will & Emery,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,1458,NA,NA,NA,On Par,Less GenZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7e872f93-19d1-54e9-a4c9-4b647381748f,ND Paper,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Eligible Popl,1977,NA,NA,NA,On Par,More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7e872f93-19d1-54e9-a4c9-4b647381748f,ND Paper,HCSC Health Hub,Manufacturing and Trading,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7e872f93-19d1-54e9-a4c9-4b647381748f,ND Paper,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-7e872f93-19d1-54e9-a4c9-4b647381748f,ND Paper,HCSC Health Hub,Manufacturing and Trading,FALSE,Employee,Eligible Popl,1067,NA,NA,NA,Less FEMALE,Less GenZ & More Boomers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-82ecb757-12f8-51a7-a0e6-09c266206a7c,RR Donnelley,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Eligible Popl,12149,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More Boomers,NA,On Par,On Par,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-82ecb757-12f8-51a7-a0e6-09c266206a7c,RR Donnelley,HCSC Health Hub,Retail/Wholesale Trade,FALSE,All Relation,Registered Popl,287,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,More cancer,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
20-82ecb757-12f8-51a7-a0e6-09c266206a7c,RR Donnelley,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Registered Popl,248,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,More cancer,More cardiovascular disorders and diseases non diabetic,On Par,On Par,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
20-82ecb757-12f8-51a7-a0e6-09c266206a7c,RR Donnelley,HCSC Health Hub,Retail/Wholesale Trade,FALSE,Employee,Eligible Popl,8388,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & Less Millennials & More Boomers,NA,More At_Risk,Less Low_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-8c5c7778-66ae-501f-85cc-caba94e6289a,TransUnion,HCSC Health Hub,Other Services,FALSE,All Relation,Eligible Popl,6547,NA,NA,NA,On Par,More GenX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-8c5c7778-66ae-501f-85cc-caba94e6289a,TransUnion,HCSC Health Hub,Other Services,FALSE,All Relation,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-8c5c7778-66ae-501f-85cc-caba94e6289a,TransUnion,HCSC Health Hub,Other Services,FALSE,Employee,Registered Popl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-8c5c7778-66ae-501f-85cc-caba94e6289a,TransUnion,HCSC Health Hub,Other Services,FALSE,Employee,Eligible Popl,3687,NA,NA,NA,On Par,Less GenZ & More GenX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20-904b81e8-3304-5de2-b28e-05a0569c1933,Mayer Brown,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,2298,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-904b81e8-3304-5de2-b28e-05a0569c1933,Mayer Brown,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,75,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,On Par,On Par,More cancer,On Par,On Par,On Par,On Par,More digestive disorders,On Par,On Par,On Par,On Par,On Par
20-904b81e8-3304-5de2-b28e-05a0569c1933,Mayer Brown,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,61,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,More autoimmune disorders and diseases,On Par,On Par,More cancer,On Par,On Par,On Par,On Par,More digestive disorders,On Par,On Par,On Par,On Par,On Par
20-904b81e8-3304-5de2-b28e-05a0569c1933,Mayer Brown,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,1486,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Medium_Clicks & More Frequent_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,On Par,On Par,On Par
20-9f33b29a-cea0-5b30-8184-ebbe6a655cab,Chicago Park District,HCSC Health Hub,Other Services,FALSE,All Relation,Eligible Popl,1349,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
20-9f33b29a-cea0-5b30-8184-ebbe6a655cab,Chicago Park District,HCSC Health Hub,Other Services,FALSE,All Relation,Registered Popl,14,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less Millennials & More GenX & Less Swing,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,More autoimmune disorders and diseases,More behavioral health,On Par,More cancer,On Par,Less chronic respiratory diseases,On Par,Less diabetes,On Par,On Par,More neurological disorders and diseases,More nutritional life style disorders,Less other disorders and diseases,On Par
20-9f33b29a-cea0-5b30-8184-ebbe6a655cab,Chicago Park District,HCSC Health Hub,Other Services,FALSE,Employee,Registered Popl,6,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & Less Millennials & More GenX & More Boomers & Less Swing,NA,Less At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Medium_Logins,Less Low_Clicks & More Medium_Clicks,Less autoimmune disorders and diseases,On Par,On Par,More cancer,On Par,Less chronic respiratory diseases,On Par,Less diabetes,On Par,More musculoskeletal disorders and diseases,More neurological disorders and diseases,On Par,Less other disorders and diseases,On Par
20-9f33b29a-cea0-5b30-8184-ebbe6a655cab,Chicago Park District,HCSC Health Hub,Other Services,FALSE,Employee,Eligible Popl,843,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,More At_Risk,Less Low_Claims_Cost & More Medium_Claims_Cost & More High_Claims_Cost,Less Medium_Logins,Less Low_Clicks & More Medium_Clicks,On Par,More behavioral health,On Par,On Par,More cardiovascular disorders and diseases non diabetic,On Par,On Par,On Par,On Par,More musculoskeletal disorders and diseases,On Par,More nutritional life style disorders,On Par,On Par
20-a543e391-83dd-59b7-bd45-e5dc37de21e4,SNC Lavalin,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Eligible Popl,5319,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,On Par,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,NA,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-a543e391-83dd-59b7-bd45-e5dc37de21e4,SNC Lavalin,HCSC Health Hub,Professional and Technical Services,FALSE,All Relation,Registered Popl,466,Less Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-a543e391-83dd-59b7-bd45-e5dc37de21e4,SNC Lavalin,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Registered Popl,408,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,On Par,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,NA,On Par,On Par
20-a543e391-83dd-59b7-bd45-e5dc37de21e4,SNC Lavalin,HCSC Health Hub,Professional and Technical Services,FALSE,Employee,Eligible Popl,3055,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,Less FEMALE,Less GenZ & More Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,On Par,Less Low_Clicks & More Medium_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-b5562357-8f60-536a-b4bf-71f4f82e0f0b,Kipp Texas,HCSC Health Hub,Educational Institution,FALSE,All Relation,Eligible Popl,2292,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,Less GenZ & More Millennials & Less Boomers,NA,On Par,Less Low_Claims_Cost & More Medium_Claims_Cost,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
20-b5562357-8f60-536a-b4bf-71f4f82e0f0b,Kipp Texas,HCSC Health Hub,Educational Institution,FALSE,All Relation,Registered Popl,46,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,More Millennials & Less GenX & Less Boomers,NA,On Par,On Par,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,Less autoimmune disorders and diseases,On Par,On Par,On Par,On Par,Less chronic respiratory diseases,On Par,More diabetes,On Par,On Par,On Par,On Par,On Par,On Par
20-b5562357-8f60-536a-b4bf-71f4f82e0f0b,Kipp Texas,HCSC Health Hub,Educational Institution,FALSE,Employee,Registered Popl,43,More Reachable_Rate_wrt_Eligible,Less Registration_Rate_wrt_Eligible,Less Registration_Rate_wrt_Reachable,More FEMALE,More Millennials & Less GenX & Less Boomers,NA,On Par,On Par,Less Low_Logins & More Medium_Logins,Less Low_Clicks & More Frequent_Clicks,On Par,On Par,On Par,On Par,On Par,Less chronic respiratory diseases,On Par,On Par,On Par,On Par,On Par,On Par,On Par,On Par
